微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Opcpl12TI,"转发理由:#微博辟谣# 雨山公安分局依法对2名在互联网平台造谣传谣的网民进行了行政处罚  
原始用户: 雨山政法
转发内容: 【打击整治网络谣言 雨山公安在行动】为有效净化网络环境，依法严厉打击网络谣言，雨山公安积极响应公安部“打击整治网络谣言”专项行动，坚持依法打击和综合整治相结合，始终保持对网络谣言的严打高压态势，切实维护清朗的网络空间环境。近期，雨山公安分局依法对2名在互联网平台造谣传谣的网民进行了行政处罚。 http://t.cn/A68c4HX8 ",,无,无,False,无,无,2024-07-25 16:18,微博网页版,3,0,0
OpccB9Zso,"转发理由:#微博辟谣# 冒充外卖员摆拍假工资条，男子编造虚假视频博流量被刑拘  
原始用户: CCTV法治在线
转发内容: 【#冒充外卖员摆拍假工资条#男子编造虚假视频博流量被刑拘】#起底无底线博流量网络乱象# 今年4月，江苏泰州警方破获了一起冒充外卖骑手摆拍假工资条引流的案件。视频中，张某自称“外卖小哥”，吐槽做骑手收入低，声称平台克扣太高。就在大家对此议论纷纷时，警方却发现这个账号在短短几个月内发布了70余条内容相似的视频，而且视频中提到的平台和地址并不存在，视频中的工资条和平台克扣等也是编造出来的虚假内容。 http://t.cn/A68cbbQL ",,无,无,False,无,无,2024-07-25 15:47,微博网页版,5,5,1
OpcagkcUq,"转发理由:#微博辟谣# 马鞍山辟谣两船撞上老桥：未撞桥，系船舶不熟悉航道发生搁浅  
原始用户: 新京报我们视频
转发内容: 【#马鞍山辟谣两船撞上老桥#：未撞桥 系船舶不熟悉航道发生搁浅】7月24日，安徽马鞍山市多位市民称，有两艘货船撞上当涂县一座老桥。25日，马鞍山市交通运输局工作人员称，船舶未撞桥，系一艘货船因不熟悉姑溪河航道发生搁浅，另一艘解救船因不熟悉航道也被困，事故未造成人员伤亡，事发地大桥无损伤，目前当地多部门正在帮助搁浅船舶脱困。（记者：贺俊怡 制作：于韬） http://t.cn/A68cwufj ",,无,无,False,无,无,2024-07-25 15:41,微博网页版,2,0,0
Opc7PmCyu,"转发理由:#微博辟谣# 网民造谣开车不穿衣服被罚200元，警方：行拘3天  
原始用户: 九派新闻
转发内容: 【#网民造谣开车不穿衣服被罚200元#，警方：行拘3天】7月23日，据平安团风消息。7月18日，湖北省黄冈市团风县一张关于交通违法处罚的截图视频引起关注，该张交通违法通知单显示其违法行为属于“开车不穿衣服”，并标注罚款200扣6分。杜皮派出所民警刘坤明确表示，“交管部门是没有‘开车不穿衣服’这项违法内容的。”后向交警大队核实，机动车违法行为采集系统并未出现故障，这张图有明显被P过修改的嫌疑。在查明该网民身份后，于7月22日将造谣嫌疑人林某某依法传唤到案。经询问，林某某偶然刷到一条可以修改交通违法行为的特效视频，内有将处罚原因各种P图恶搞的教学。林某某为了博人眼球，增加流量，随即也按照操作下载某软件进行制作。视频发布后，快速引起了网友的讨论，甚至有部分市民以此质疑交管部门的执法权威。目前，林某某已被给予行政拘留3日的处罚。@九派新闻 http://t.cn/A685Qe9l ",,无,无,False,无,无,2024-07-25 15:35,微博网页版,2,0,0
Opc2fkgwp,"转发理由:#微博辟谣# 桐城公安打击网络谣言典型案例  
原始用户: 桐城公安
转发内容: #打击网络谣言共建清朗家园# 【桐城公安打击网络谣言典型案例】7月22日，桐城市公安局网安大队在网络巡查中发现一男子在网络平台发布不当言论，青草派出所接网安大队通报后迅速展开行动。经调查:居民张某某为吸引眼球，在同学微信群发布不当言论，造成了不良的社会影响。面对警方的询问，张某某对其违法事实供认不讳。目前，公安机关已对张某某进行行政处罚。 原图 ",,无,https://wx2.sinaimg.cn/large/9f3d9ad8ly1hs04l3lelej20ub0t2mz3.jpg,False,无,无,2024-07-25 15:22,微博网页版,2,0,0
OpbZ849Xs,"转发理由:#微博辟谣# 专家辟谣西瓜齁甜是注射了甜蜜素  
原始用户: 河南之声
转发内容: 【#专家辟谣西瓜齁甜是注射了甜蜜素#】7月25日（发布）， 西瓜齁甜是因为注射了甜蜜素？专家现场拿针筒辟谣：假的！打不进去。 河南之声的微博视频  ",,无,无,False,无,无,2024-07-25 15:14,微博网页版,2,1,1
OpbVDuraP,"转发理由:#微博辟谣# 淄博高青查处四名发布不实信息的网民  
转发内容: //t.cn/Rfd3rQV ",,无,无,False,无,无,2024-07-25 15:05,微博网页版,0,0,0
OpbTDFHhd,"转发理由:#微博辟谣# 编造交通违法处罚图片视频！这些人被处罚  
原始用户: 中国-云龙
转发内容: 【玉龙关注】编造交通违法处罚图片视频！这些人被处罚http://t.cn/A68tDWgX近日，玉龙公安网安民警在工作中发现，有网民在某短视频平台发布“对女交警吹口哨”“路口漂移掉头”“开车看帅哥”等被罚款扣分处罚的交通违法图片视频。经对发布视频的吴某某、沙某某等人调查核实，相关图片视频均为当事人为博眼球而自行p图故意编造的虚假信息，根据《中华人民共和国治安管理处罚法》相关规定，公安机关依法对吴某某、沙某某等人予以行政处罚。 ",,无,无,False,无,无,2024-07-25 15:00,微博网页版,1,0,0
OpbPGrpaW,"转发理由:#微博辟谣# 江苏公安公布10起打击网络谣言等典型案例  
原始用户: 江苏新闻
转发内容: 【#江苏公安公布10起打击网络谣言等典型案例# 】 #盐城考生高考失利跳河自杀系编造谣言#  7月25日，江苏公安公布近期侦办的10起打击网络谣言、网络暴力、网络水军典型案例： ①南京范某某编造“某品牌汽车泄露车主隐私”网络谣言案；②无锡查某某等人编造“发生汛情险情”网络谣言案；③盐城韩某等人编造“高考学生考试失利跳河自杀”网络谣言案；④淮安陈某等人编造“帮助借读高中”网络谣言案；⑤常州杨某编造“金坛某中学发生欺凌事件”网络谣言案；⑥泰州于某摆拍“遭村霸拦路直接开车轧过”网络谣言案；⑦苏州薛某、扬州潘某散布他人隐私信息网络暴力案；⑧南通侦破陈某某恶意攻击诋毁他人网络暴力案；⑨宿迁侦破宋某某等人推流炒作“网络水军”案；⑩镇江侦破蒋某等人刷量控评“网络水军”案。提醒：网络不是法外之地，谨言慎行要牢记。（江苏台记者：郭奉铭） http://t.cn/A68ch6kQ ",,无,无,False,无,无,2024-07-25 14:51,微博网页版,1,0,0
OpbIR6H2F,"转发理由:#微博辟谣# 拼凑虚假信息，史某某被罚！  
原始用户: 网信宿州
转发内容: 【拼凑虚假信息，史某某被罚！】近日，接群众举报，泗县网民史某某在网络平台发布“泗县出大事了，一场大雨，毁了很多家园，房子被水淹了，汽车被水淹了，人们在水上走，车在水上漂”的信息，并配有洪涝灾害相关图片，涉嫌虚构事实，泗县县委网信办立即联合公安机关调查。经查，该网民拼凑嫁接其他地区洪涝灾害图片，发布不实信息，其行为系故意虚构事实，造成社会恐慌，扰乱网络公共秩序。根据《中华人民共和国治安管理处罚法》《网络信息内容生态治理规定》相关法律法规，依法予以行政处罚。 原图 ",,无,https://wx4.sinaimg.cn/large/65bccbcdly1hrzz3maa0xj20d30kjtbg.jpg,False,无,无,2024-07-25 14:34,微博网页版,2,0,0
Opbx61lLE,"转发理由:#微博辟谣# 徐某某发布不实言论被处罚  
原始用户: 广德公安
转发内容: #夏季行动#【网络不是法外之地│徐某某发布不实言论被处罚】近日，徐某某在某短视频平台看到多个洪水视频，跟风发布在小区内拍摄河沟泡沫翻滚视频，并编造“夜里排污，白天不敢排，xx开发区”的不实言论。目前，@广德公安 对徐某某依法作出行政处罚。  ",,无,无,False,无,无,2024-07-25 14:05,微博网页版,1,0,0
Opbup32NJ,"转发理由:#微博辟谣# 短视频平台发表虚假言论被处罚  
原始用户: 广德公安
转发内容: #夏季行动#【网络不是法外之地│短视频平台发表虚假言论被处罚】近日，张某某在短视频平台发布“人贩子又有新手段，会去故意开车撞人，拨打120，来的是假的救护车，上车后会被注射药物，最后带到国外卖掉”的虚假言论，造成不良社会影响。目前，@广德公安 对张某某依法作出行政处罚。  ",,无,无,False,无,无,2024-07-25 13:58,无,1,0,0
Opbrgln2Z,"转发理由:#微博辟谣#【典型案例】打击网络谣言 昌乐公安在行动   
转发内容: //t.cn/Rfd3rQV ",,无,无,False,无,无,2024-07-25 13:50,无,1,0,0
OpbgmmSlE,"转发理由:#微博辟谣# 造谣的人咋想的？一男子被处罚！  
原始用户: 平安三门峡灵宝
转发内容: #打击网络谣言共建清朗家园# 【造谣的人咋想的？一男子被处罚！】近日，灵宝网警联合鼎塬路派出所查处了一起网民在短视频平台编造传播网络谣言案件，对违法行为人予以行政处罚。现已查明，7月18日，我市网民段某某修改、编造虚假车辆违章信息图片发至某视频平台，引发网民关注讨论，造成部分网民的误解和不良社会影响。网警发现后立即进行核实，确认系网民段某某编造网络谣言，遂将视频发布者段某某依法传唤至公安机关接受调查。民警提示：网络不是法外之地，每个公民都要对自己的网络行为负责，不轻信、不转发来源不明的信息，争做网络空间的维护者和践行者，共同维护清朗网络环境。灵宝警方也将依法严厉打击散布网络谣言的违法行为，对在互联网上发布不实言论，扰乱社会秩序，造成恶劣影响、情节严重的，将依法追究法律责任。@平安中原 @平安三门峡 原图 ",,无,https://wx4.sinaimg.cn/large/74c2c4c9gy1hrzb4rf1dvj20u01f0djf.jpg,False,无,无,2024-07-25 13:24,微博网页版,1,0,0
OpbcKcRQ3,"转发理由:#微博辟谣# 四川网警依法查处10起AI造谣典型案例  
原始用户: 成都网络辟谣
转发内容: 【四川网警依法查处10起AI造谣典型案例】#联合辟谣# #四川云辟谣# 近年来，随着人工智能技术（AI）的高速发展，AI在各个领域的应用极大地丰富了我们的生活和工作。其中，AI的文本、图像生成功能，被一些不法分子用来编辑虚假信息，降低了不法人员造谣、传谣的门槛，大幅提升了谣言的数量级和传播力，可能促使网络谣言“定制化”生成、“精准化”传播、“智能化”扩散，滋生出“AI类网络谣言”，极易扰乱网络生态和社会秩序。对此，四川网警积极行动，严厉整治涉AI类网络谣言，现公布10起AI造谣典型案例。 http://t.cn/A685YR6A ",,无,无,False,无,无,2024-07-25 13:15,微博网页版,1,0,0
Opb9coeMn,"转发理由:#微博辟谣# 中科大：从未作出建设赣州校区决定  
原始用户: 澎湃新闻
转发内容: #中科大称从未作出建设赣州校区决定#【中科大：从未作出建设赣州校区决定】#中科大否认建赣州校区# 近日，因《赣州市国土空间总体规划》的公开，“中国科技大学将建赣州校区”的话题引起关注。7月24日，中国科学技术大学表示，从未作出建设赣州校区的决定。澎湃新闻的微博视频  ",,无,无,False,无,无,2024-07-25 13:06,微博网页版,2,0,0
OpaXf3fzR,"转发理由:#微博辟谣# 网民编造“黔江一女孩跳楼”谣言被行政处罚  
原始用户: 重庆辟谣
转发内容: #重庆辟谣##联合辟谣# 【网民编造“黔江一女孩跳楼”谣言被行政处罚】近期，黔江公安通过网络巡查发现黔江一网民在某平台发布“黔江一女孩跳楼”的谣言信息。经查，嫌疑人李某某为吸引别人注意、博取群众眼球，将以前的“旧闻”视频重新编辑后通过其本人的抖音账号发布，配以文字内容“重磅消息：今天早上黔江XX小区又一女孩跳楼……”，并在评论区强调是发布当天发生的事件。该视频引起众多网友参与讨论，造成不良影响。根据《中华人民共和国治安管理处罚法》有关规定，黔江公安依法对李某某虚构事实扰乱社会秩序的违法行为给予罚款的行政处罚。（来源：重庆网警、平安黔江） 原图 ",,无,https://wx2.sinaimg.cn/large/008B71pbly1hrzbc939zgj30wi3sth84.jpg,False,无,无,2024-07-25 12:36,微博网页版,3,0,0
OpavotqJX,"转发理由:#微博辟谣# 宁波警方辟谣地铁8号线挖出尸体：相关人员已被传唤到案，案件正在进一步调查中  
原始用户: 九派新闻
转发内容: 【#宁波警方辟谣地铁8号线挖出尸体#：相关人员已被传唤到案，案件正在进一步调查中】7月24日，据浙江宁波海曙公安消息：近日，网传“青林湾地铁8号线挖出一具尸体”，引起网友关注。经公安机关查证，该信息为谣言。目前，相关人员已被传唤到案，案件正在进一步调查中。请广大网民加强对网上虚假信息的甄别，不造谣、不信谣、不传谣，共同维护网络清朗和良好的社会秩序。@九派新闻 原图 ",,无,https://wx2.sinaimg.cn/large/008cHdLigy1hrzdd8p6eqj30wr28g7fo.jpg,False,无,无,2024-07-25 11:28,微博网页版,1,1,0
OparO5VCa,"转发理由:#微博辟谣# 中国队自带空调床垫等传闻不实  
原始用户: 中国新闻网
转发内容: 【#中国队自带空调床垫等传闻不实#】#中国体育代表团辟谣# 针对近期网络流传的奥运村自装空调、中国队携带床垫等传闻进行了辟谣，中国体育代表团秘书长张新24日表示，奥运村可以提供移动空调租赁服务，代表团会根据天气情况考虑租用，自带空调安装确实是不实的，整个代表团自带床垫也是不实的。（记者 邢翀）#微观奥运会#http://t.cn/A68t0GhF 原图 ",,无,https://wx1.sinaimg.cn/large/001WLsZ7ly1hrzke7umlej60ci0cigm902.jpg,False,无,无,2024-07-25 11:19,微博网页版,1,1,0
Opalu9Vbp,"转发理由:#微博辟谣# 网传“重庆建川166舰船舱进水，闭馆了”系谣言！  
原始用户: 重庆辟谣
转发内容: #重庆辟谣# #联合辟谣# 【网传“重庆建川166舰船舱进水，闭馆了”系谣言！】7月23日，某网民发布信息称“重庆建川166舰船舱进水，闭馆了”。经向重庆建川海疆博物馆核实，7月21日下午，166舰陈列展已经恢复开放，网传信息系谣言。@微博辟谣 @中国互联网联合辟谣平台  【重庆辟谣】网传“重庆建川166舰船舱进水，闭馆了”系谣言！  ",,无,无,False,无,无,2024-07-25 11:03,微博网页版,1,2,0
Opa9ahWjc,"转发理由:#微博辟谣# 扫码可领“劳动、退税”补贴？小心掉入诈骗陷阱！  
原始用户: 山西网络举报
转发内容: #联合辟谣##微博辟谣# 【辟谣|扫码可领“劳动、退税”补贴？小心掉入诈骗陷阱！】近期，有部分邮箱收到关于“个人职业补贴、个人劳动申领、综合补贴申领、个人所得税申报”的邮件，要求使用支付宝或微信扫一扫进入自助系统申请办理，随后填写身份证、银行卡、验证码等个人信息，以达到骗取钱财的目的。经核查，相关部门确认所谓的“通知”网页实际上是仿冒国家机关网站，邮件内容属于不实信息，涉嫌诈骗。温馨提示：此类诈骗，是仿冒国家机关网站，让人误以为真，诱使浏览人填写银行卡号、验证码等敏感信息，进行套取钱财。在此提醒广大居民，务必提高警惕，在领取任何补贴时都无需提供银行卡密码、手机验证码。如不慎遭遇网络诈骗，请保存好聊天记录、交易记录等相关证据材料，立即拨打110报警求助。 [组图共4张] 原图 ",,无,"https://ww3.sinaimg.cn/large/008snmdBly1hrzzmbmfakj30m40hygwb.jpg,https://ww2.sinaimg.cn/large/008snmdBly1hrzzmehhexj30js0rqgwo.jpg,https://ww2.sinaimg.cn/large/008snmdBly1hrzzmjz8oij30ty0b4tfj.jpg,https://ww1.sinaimg.cn/large/008snmdBly1hrzzmpu8jwj30iy0pwdpm.jpg",False,无,无,2024-07-25 10:33,微博网页版,1,1,0
Op3Rc4aMd,"转发理由:#微博辟谣# 万州五桥发生一死多伤食物中毒事件？假的！  
原始用户: 重庆辟谣
转发内容: #重庆辟谣##联合辟谣# 【万州五桥发生一死多伤食物中毒事件？假的！】近日，万州一网民程某某在某社交平台发布了一篇名为《价格是预期决定的》的文章。为论证自己观点，程某某凭空捏造万州五桥的小李为防止他人偷盗自家玉米，故意在自家的玉米中打农药，造成他人误食、一死多伤的食物中毒事件，导致市场玉米价格走低。同时程某某还将此内容发布到某短视频平台。该消息的发布引起了网民的关注和议论。公安机关立即开展调查核实，发现万州五桥并未发生网民程某某所称的事件。此系程某某为了获取平台流量，博取他人眼球，在网上发布的不实信息。目前，程某某因虚构事实扰乱公共秩序，已被公安机关依法给予行政处罚。（来源：万州公安） 原图 ",,无,https://wx1.sinaimg.cn/large/008B71pbly1hrz9ws16lxj30g00hhq7c.jpg,False,无,无,2024-07-24 18:32,微博网页版,2,0,0
Op3OYvZwT,"转发理由:#微博辟谣# 跳湖的人太多咸阳湖直接把水抽干了系谣言  
原始用户: 咸阳日报
转发内容: #小咸辟谣#【#跳湖的人太多咸阳湖直接把水抽干了系谣言#】7月22日，咸阳秦都公安网警在网上巡查时发现有网民在抖音平台发布视频并配文称“跳湖的人太多，咸阳湖直接把水抽干了”，该信息被大量转发，引发公众热议。经网安大队与相关部门核实，咸阳湖排水系洪峰过境的正常泄洪防汛措施。该短视频信息在网络传播后严重扰乱了社会公共秩序，造成了不良影响，公安机关依法对视频发布者任某某进行了传唤和询问。经调查，网民任某某凭主观臆断，为博眼球、吸流量，故意在网上发布虚假信息，造成不良影响。任某某对其违法行为供认不讳。目前，公安机关已对任某某处以行政拘留5日的处罚。网警提示：请广大网民严格遵守相关法律法规，自觉规范个人网上言行，积极抵制网络谣言，做到不造谣、不信谣、不传谣。对于利用网络发布不当言论或编造、散布谣言扰乱公共秩序，造成严重后果的，公安机关将依法追究其法律责任。#微博辟谣# [组图共2张] 原图 ",,无,"https://ww3.sinaimg.cn/large/9c412b13ly1hrz9jk4tp1j20u0131q5r.jpg,https://ww1.sinaimg.cn/large/9c412b13ly1hrz9k5wjgyg21jk1jkx6r.gif",False,无,无,2024-07-24 18:27,微博网页版,2,1,1
Op3KMae8Q,"转发理由:#微博辟谣# “今天湖水刚放满，又有老人想轻生”男子造谣被拘！  
原始用户: 咸阳市广播电视台
转发内容: 【“今天湖水刚放满，又有老人想轻生”男子造谣被拘！】《看咸阳》讯：2024年7月22日，秦都公安网警在网上巡查时发现有网民在今日头条平台发布图文称“今天湖水刚放满，又有老人想轻生，这是怎么了”的信息，引发网络热议，经查证是虚假网络信息，信息发布人已被警方处罚。经网安大队核查，图文中所述的老人跳湖轻生事件实际发生时间为2020年，原视频为陕视新闻发布。该虚假信息的发布严重误导了广大网民，造成不良影响。民警对信息发布者王某依法进行了传唤和询问。经查，发布者王某某为蹭取流量，在未经核实的情况下在网络传播虚假信息，严重扰乱了社会公共秩序。目前，公安机关已对王某某处以行政拘留5日的行政处罚。网警提示：网络不是法外之地，对未经证实的网络信息切勿凭借主观臆断就传播扩散。对于利用网络发布不当言论或编造、散布谣言扰乱公共秩序，造成严重后果的，公安机关将依法追究其法律责任。（咸阳广电全媒体记者 赵渔 通讯员 邵渭斌） [组图共3张] 原图 ",,无,"https://ww2.sinaimg.cn/large/e0a2973bly1hrz91am0hkj20hs0qj40j.jpg,https://ww1.sinaimg.cn/large/e0a2973bly1hrz91am2nbj20hs10oq6d.jpg,https://ww2.sinaimg.cn/large/e0a2973bly1hrz91ajoelj20hs0bv3z6.jpg",False,无,无,2024-07-24 18:17,微博网页版,1,0,0
Op3ISB0vJ,"转发理由:#微博辟谣# 利用“AI造谣”引流，一网民被处罚！  
原始用户: 云南网警
转发内容: 【利用“AI造谣”引流，一网民被处罚！】 近日，迪庆网警接群众举报，香格里拉市一网民在某网络平台，发布了大量涉及全国各地的，无法核实的事件消息，发布的文章格式一致，高度疑似AI合成。经调查，民警很快就锁定了陈某某，香格里拉市公安机关第一时间将陈某某传唤到案，经询问，陈某某交代，其为吸引网民关注，博取流量牟利，使用AI软件生成系列未经证实的假新闻，并发布至其运维的网络账号，目前，陈某某因涉嫌虚构事实扰乱公共秩序，被香格里拉市公安局依据《中华人民共和国治安管理处罚法》第二十五条之规定处以行政处罚。http://t.cn/A685cXFP  ",,无,无,False,无,无,2024-07-24 18:12,微博网页版,2,0,0
Op3Hgnt7u,"转发理由:#微博辟谣# 本溪一网民散布网络谣言被处罚  
原始用户: 本溪网警
转发内容: 发布了头条文章：《本溪一网民散布网络谣言被处罚》  本溪一网民散布网络谣言被处罚  ",,无,无,False,无,无,2024-07-24 18:08,微博网页版,1,0,0
Op3FAlzXR,"转发理由:#微博辟谣# 警方回应男子搭讪女店员遭拒事件：不是搭讪，隔壁点了单没给送  
原始用户: 点时新闻
转发内容: 【#警方回应男子搭讪女店员遭拒事件#：不是搭讪，隔壁点了单没给送】#网传男子搭讪女店员遭拒怒摔奶茶# 7月23日，上海，网传男子向沪上阿姨奶茶店女员工索要联系方式，遭拒后连续怒摔两杯奶茶，男子还威胁店家要在网上恶意下单，还扬言公司人多，明天点200份。7月24日，九亭派出所工作人员表示，不是网上说的要联系方式。男子是隔壁的点了单，奶茶店没给送就生气摔了两杯，后续还会继续和当事人及奶茶店了解具体情况。#上海[地点]# @点时新闻 http://t.cn/A685GSDg ",,无,无,False,无,无,2024-07-24 18:04,微博网页版,2,36,3
Op3CQtfZV,"转发理由:#微博辟谣# 绛县一网民发布谣言视频被行政处罚  
原始用户: 山西网络举报
转发内容: #联合辟谣##微博辟谣# 【绛县一网民发布谣言视频被行政处罚】近日，绛县籍王某某在互联网平台发布谣言视频及不实言论，造成不良社会影响，被绛县公安局依法行政处罚。经查，2023年11月以来，违法嫌疑人王某某为博取眼球，涨流量，进而获取经济利益，采用“口播”的方式，使用网上找到的剧本，谎称是自己身边最近发生的事件或自己最近听说的事件，录制视频并发布，视频负面影响较大。目前，违法行为人王某某的行为严重扰乱网络秩序和社会公共秩序，根据《中华人民共和国治安管理处罚法》第二十五条第一项之规定，绛县公安局对王某某处以行政拘留五日的行政处罚。（杨银军 王康燕） 原图 ",,无,https://wx3.sinaimg.cn/large/008snmdBly1hrz4zn7bl6j30u80j8wnx.jpg,False,无,无,2024-07-24 17:57,微博网页版,1,0,0
Op3A11s14,"转发理由:#微博辟谣#【#今日辟谣#（2024年7月24日）】  
原始用户: 中国互联网联合辟谣平台
转发内容: #联合辟谣##微博辟谣#【#今日辟谣#（2024年7月24日）】故宫内出现汽车共享充电桩？新疆喀什发生6.3级地震？胃越撑越大，越饿越小？四川依法查处10起利用AI软件造谣典型案例详戳↓↓↓@中央网信办举报中心  今日辟谣（2024年7月24日）  ",,无,无,False,无,无,2024-07-24 17:50,微博网页版,1,0,0
Op3xQxaID,"转发理由:#微博辟谣# 市中网安大队行政处罚一名在网络上发布不实视频的违法人员  
原始用户: 济南公安市中区分局
转发内容: 【警情通报】不造谣，不传谣，争做守法好网民      近日，市中网安大队行政处罚一名在网络上发布不实视频的违法人员。      7月23日，韩某为博取他人眼球，将某视频编造醒目题目后，在某社交平台上发布。民警发现后，立即要求该违法人员删除视频，以减少不良影响。根据《中华人民共和国治安管理处罚法》第二十五条第一款第（一）项、第十九条第四项之规定，给与韩某罚款的行政处罚。      市中网安提醒您：互联网不是法外之地，不可肆意妄言，维护良好的网络空间秩序人人有责，请大家不造谣、不信谣、不传谣，携手共建和谐清理的网络社会。 原图 ",,无,https://wx1.sinaimg.cn/large/6ae75077ly1hrz61hkqkrj216h0t97d5.jpg,False,无,无,2024-07-24 17:45,微博网页版,1,0,0
Op3sW0VW2,"转发理由:#微博辟谣# 南安警方公布网络谣言典型案例  
原始用户: 泉州网警
转发内容: 发布了头条文章：《谣言别信！南安网警开展网络谣言打击整治专项行动》  谣言别信！南安网警开展网络谣言打击整治专项行动  ",,无,无,False,无,无,2024-07-24 17:33,微博网页版,1,0,0
Op3qPw0Er,"转发理由:#微博辟谣# 洛阳网民王某某发布虚假拼接视频，被警方依法予以行政处罚  
原始用户: 平安伊川
转发内容: #豫筑平安砺剑3号##打击网络谣言共建清朗家园# 【打击网络谣言 伊川公安在行动】2024年7月18日，洛阳网民王某某在网络平台上发布“今年伊川的雨下的真大啊，伊川都被淹了，就像坐船一样，太可怕了”的视频。经核实，王某某为博人眼球，发布该虚假拼接视频。目前，公安机关依法对王某某作出行政处罚。@中国警察网@平安中原@平安洛阳 原图 ",,无,https://wx4.sinaimg.cn/large/7a5a4c07ly1hrz5ehcsimj20wq1klnhx.jpg,False,无,无,2024-07-24 17:27,微博网页版,1,0,0
Op3oz42OS,"转发理由:#微博辟谣# 晋江公安依法处置一起网络谣言案件  
原始用户: 泉州网警
转发内容: 发布了头条文章：《“旧闻新炒” 难遁法网 | 晋江公安依法处置一起网络谣言案件》  “旧闻新炒” 难遁法网 | 晋江公安依法处置一起网络谣言案件  ",,无,无,False,无,无,2024-07-24 17:22,微博网页版,2,0,0
Op3gm4Wsq,"转发理由:#微博辟谣# 为博流量自导自演孩子失踪闹剧  
原始用户: CCTV法治在线
转发内容: 【#为博流量自导自演孩子失踪闹剧# 】#起底无底线博流量网络乱象# 前不久，一则短视频在社交平台迅速传播，视频中，两名女子在派出所门前痛哭，声称自己的孩子离奇失踪，已经报了警，但“孩子消失的角度是盲区，拍不到”。河南警方调查发现，孩子离奇失踪根本是是子虚乌有，这是一场为博流量自导自演的“闹剧”。 http://t.cn/A685zrZo ",,无,无,False,无,无,2024-07-24 17:02,微博网页版,2,0,0
Op39PdduD,"转发理由:#微博辟谣#打击网络谣言！青岛开发区警方通报2起典型案例  
转发内容: //t.cn/Rfd3rQV ",,无,无,False,无,无,2024-07-24 16:46,微博网页版,1,0,0
Op2SBtFQ2,"转发理由:#微博辟谣# 巨野警方公布两起网络谣言典型案例  
原始用户: 巨野网警
转发内容: 发布了头条文章：《【典型案例】向网络谣言亮剑，保网络环境纯净》  【典型案例】向网络谣言亮剑，保网络环境纯净  ",,无,无,False,无,无,2024-07-24 16:03,微博网页版,1,0,0
Op2NLDFN4,"转发理由:#微博辟谣# 无底线博流量传播“XXX凶手被抓”谣言，梁某被行政处罚！  
原始用户: 平安肇庆
转发内容: 无底线博流量传播“XXX凶手被抓”谣言，梁某被行政处罚！http://t.cn/A685L9h7网络谣言的社会危害极大，不仅扰乱社会公共秩序，而且严重损害人民群众切身利益，近日，肇庆端州警方依法查处一起涉传播网络谣言案件。日前，端州警方在工作中发现，辖区居民梁某在某平台发布名为《痛快！XXX凶手被抓！抓捕现场后续曝光》的文章，该文章发布后迅速引发网友关注，浏览量达数千次。经查，该文章内容失实，涉嫌传播网络谣言，警方依法传唤发帖人梁某到公安机关接受调查。据梁某供述，其于近日通过网络社交平台收集该来路不明的网文，用本人账号在某平台发布以此获取平台的流量分成赚钱。梁某的行为已构成虚构事实扰乱公共秩序，涉嫌传播网络谣言并造成不良影响，公安机关责令其删除帖子并依法对其予以行政处罚。网络不是法外之地，互联网平台发布信息务必认真辨别，兼职“赚钱”需谨慎，切勿成为传播网络谣言的“代罪羔羊”。 [组图共2张] 原图 ",,无,"https://ww2.sinaimg.cn/large/001R3TGJgy1hrz50lamukj60hs0e90u402.jpg,https://ww4.sinaimg.cn/large/001R3TGJgy1hrz50laf8pj60u00ne3zw02.jpg",False,无,无,2024-07-24 15:51,微博网页版,1,0,0
Op2JlCRgq,"转发理由:#微博辟谣# 网传“天津，一孕妇因老公是小学文凭，被医生判定为高危妊娠”等相关信息是假的！  
原始用户: 天津辟谣
转发内容: 【辟谣丨我市发生这件事？假的！】接举报，网上正在传播“天津，一孕妇因老公是小学文凭，被医生判定为高危妊娠”等相关信息，引发部分网民关注。经卫生健康部门核查，我市并无此类情况发生。天津市互联网违法和不良信息举报中心在此提醒广大市民，不造谣、不信谣、不传谣，及时关注官方权威消息，不传播未经证实信息，共同抵制网络谣言，维护清朗网络空间。#微博辟谣# @中国互联网联合辟谣平台 @微博辟谣 原图 ",,无,https://wx3.sinaimg.cn/large/00804sD8ly1hrz4oavtp2j30zo1dt1kx.jpg,False,无,无,2024-07-24 15:40,微博网页版,2,3,1
Op2Es4g0F,"转发理由:#微博辟谣# 因造谣传谣，三名网民被依法处罚！  
原始用户: 亳州警方
转发内容: 《因造谣传谣，三名网民被依法处罚！》  因造谣传谣，三名网民被依法处罚！  ",,无,无,False,无,无,2024-07-24 15:28,微博网页版,2,0,0
Op2x24VOa,"转发理由:#微博辟谣# 观复博物馆辟谣倒闭破产  
原始用户: 观复博物馆
转发内容: #观复博物馆# 公告⚠️⚠️⚠️ 上海·上海观复博物馆  原图 ",,无,https://wx4.sinaimg.cn/large/7cee691fgy1hry4uz0luhj21ww2pf7f4.jpg,False,无,无,2024-07-24 15:10,微博网页版,2,1,1
