微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
NnwiEcOmj,"转发理由:#微博辟谣# 网传中石油官员称1升等于800毫升是假的  
原始用户: 中新经纬
转发内容: 【#网传中石油官员称1升等于800毫升是假的#】10月12日，#中石油直播#引发大量讨论，有网友发帖称，中石油官员在一场直播中称“1升汽油等于800毫升”。根据网传图片，中新经纬查找发现，该图片出自中国石油视频号10月8日一场直播，主题为“纪念铁人王进喜诞辰100周年座谈会”。对应讲话的人员并非中石油官员，而是中国石化董事长马永生。 http://t.cn/A6WzEwEf ",,无,无,False,无,无,2023-10-12 16:32,微博网页版,2,2,1
Nnwb6pLX1,"转发理由:#微博辟谣# 网传“广东天气冷空气入侵，断崖式降温16度，寒冬来袭”系谣言  
原始用户: 广东天气
转发内容: 【辟谣辟谣】小编要给你讲个笑话：“广东天气冷空气入侵，断崖式降温16度，寒冬来袭！”也不知道是哪里来的东拼西凑胡说八道信口雌黄 未来3-5天，广东大部市县多云，早晚清凉，气温在20-30℃这个档位。气象法规定，不是谁都可以报天气的，以当地气象部门官方权威预报为准！！！没事多看看@广东天气 微博、weixin、抖音吧，谢谢~[老师爱你][老师爱你] [组图共2张] 原图 ",,无,"http://ww2.sinaimg.cn/large/781f4a97gy1hish06ccumj21vt14chdt.jpg,http://ww1.sinaimg.cn/large/781f4a97gy1hish0f98prj20dd0va7du.jpg",False,无,无,2023-10-12 16:13,微博网页版,1,0,0
NnvyIcmBi,"转发理由:#微博辟谣# 郑强辟谣婚内出轨包养情妇  
原始用户: 顶端新闻
转发内容: 【#郑强辟谣婚内出轨包养情妇#】#郑强辟谣#10月10日晚，一位昵称为“华趣”的网民在社交平台发文，举报郑强教授婚内出轨，包养情妇。“华趣”称，2015年，他和女友原本已经到了谈婚论嫁的地步，然而郑强教授却突然介入，让他和女友之间的关系出现了间隙。10月12日中午，郑强教授通过微信公号发布声明：近期在网络上进行发布和传播虚假信息的账号“华趣”，现已证实其发布人实名认证为吕某，系刑满释放犯罪人员，所发布的全部文字与图片内容均为恶意编造、虚构的不实信息。同时，北京中伦文德太原律师事务所接受郑强教授委托发表声明，将依法予以维权。http://t.cn/A6Wzajm5 原图 ",,无,https://wx2.sinaimg.cn/large/008aLaVgly1hisecdczpkj30fh0oadij.jpg,False,无,无,2023-10-12 14:39,微博网页版,1,1,0
Nnvl7qx7S,"转发理由:#微博辟谣# #四川云辟谣# 【熊猫斩谣（2023年10月12日）】  
原始用户: 四川辟谣
转发内容: 【熊猫斩谣（2023年10月12日）】#四川云辟谣#Wi-Fi、基站会产生辐射，危害人体健康？有苦味的丝瓜都有毒吗？突然接到外交部或国家移民管理局的电话？小心电信诈骗！今天有没有你相信了的谣言？快来戳图查看吧！希望大家对未经核实的信息，不轻信、不盲从、不发布、不传播、不评论。#微博辟谣#   http://t.cn/A6WziKGp ",,无,无,False,无,无,2023-10-12 14:05,微博网页版,0,0,0
NnuEbi0MN,"转发理由:#微博辟谣# 业内人士辟谣旅游急诊过夜攻略  
原始用户: 中新经纬
转发内容: 【#业内人士辟谣旅游急诊过夜攻略#：发帖人不了解医院，所说完全是意淫】近日，有网友在社交平台上分享“急诊过夜”攻略，引发广泛争议。不少网友在评论区批判质疑其做法，还有人坦言，此前曾在假期时有过尝试，但是“刚刚进门诊大厅就被轰出来了”。业内人士@做疝气手术的曾博士 在微博辟谣称，发帖人不了解医院，所说完全是意淫。针对相关吸睛言论，专业人士一一做了回应。首先，急诊室的夜晚充斥着各种病人，根本不可能安静舒服；其次，氧气并不是想吸就吸的，医生会对患者做相关检查，等待检查结果就需数个小时；且大医院吸氧位置有限，会被留给真正需要的人。据九派新闻报道，台州市第一人民医院副院长王东升表示，一个身体健康的人到急诊挂号留宿，是抢夺患者资源，会造成急诊抢救功能上的一种混乱。（蓝鲸） 原图 ",,无,https://wx4.sinaimg.cn/large/006xCflSly1his4ncat79j30v9cmuu0y.jpg,False,无,无,2023-10-12 12:20,微博网页版,1,0,0
Nnutufbye,"转发理由:#微博辟谣# 成都一麗枫酒店回应网友称客房有摄像头：是造谣，已委托律师并报警  
原始用户: 九派新闻
转发内容: 【成都一#麗枫酒店回应网友称客房有摄像头#：是造谣，已委托律师并报警】近日，四川成都。网友发视频称，入住当地一麗枫酒店时，手机检测出疑多个摄像头，引发关注。其还称已经报警，警方在场时已经再次检测出摄像头。10月11日，九派新闻以顾客身份询问时，该酒店一工作人员表示此事发生在9月，当时警方到达现场后，酒店员工拿专业仪器检测，确认没有摄像头，但顾客还是将此事发布到网上。工作人员又称酒店方已经报警并委托律师处理此事，向平台举报其发布的视频，酒店方会向造谣者发律师函。她确认酒店房间内没有摄像头，且员工都会定期检测。@九派新闻 http://t.cn/A6W7EECT ",,无,无,False,无,无,2023-10-12 11:53,微博网页版,1,0,0
Nnuc29IRy,"转发理由:#微博辟谣# 专家称吸氧提神之说毫无科学依据  
原始用户: 每日经济新闻
转发内容: #专家称吸氧提神之说毫无科学依据#【比咖啡还提神？这类“神器”卖爆了，有商家狂卖几十万单！有人却出现“中毒”症状】据央视财经10月9日报道，近期，“吸氧比喝咖啡还提神”的话题引发了网友的热议，记者在电商平台上搜索“吸氧”等关键词，页面就会跳出家用制氧机、便携式吸氧瓶等多种商品。有网友表示，吸氧的确有提神的效果，但也有人表示自己是经人推荐或者跟风购买的，使用效果并不明显。记者随后登录多家电商平台发现，有多个品牌的便携式氧气瓶在售卖，价格从十几元到几十元不等。多数产品标称“氧气纯度在99%以上，适合老人、孕妇、学生、白领等人群使用。”除了便携式氧气瓶，有电商平台也在销售家用制氧机以及专门的“老人机”。价格从几百元到上万元不等，其中价格在3000元上下的制氧机卖得比较火爆。据现代快报报道，“一般来说，吸氧对于普通人而言并没有所谓的提神效果。”常州市第三人民医院副院长周民告诉记者。扬州大学附属医院呼吸与危重医学科专家顾扬也表示，吸氧提神益智的说法非但毫无科学依据，甚至可能会对使用者的身体造成一定负面伤害。顾扬介绍，长期高流量吸氧可能会导致氧中毒，造成使用者出现恶心、胸痛、呕吐以及较为严重的胃肠道反应等不良症状。（每日经济新闻；艾塔）http://t.cn/A6WPeuUp [组图共3张] 原图 ",,无,"http://ww4.sinaimg.cn/large/001NBLkrly1hipuqlg1ouj60m80b2agv02.jpg,http://ww4.sinaimg.cn/large/001NBLkrly1hipuqo1epij60m80b4jy302.jpg,http://ww4.sinaimg.cn/large/001NBLkrly1hipuqsbi03j60m80b3jyk02.jpg",False,无,无,2023-10-12 11:10,微博网页版,0,0,0
NnnwXlWTy,"转发理由:#微博辟谣# 官方回应残障女性信息被挂网上征婚：涉事博主已被刑事拘留  
原始用户: 极目新闻
转发内容: 【#官方回应残障女性信息被挂网上征婚#：涉事博主已被刑事拘留】#博主收集残障人士信息发虚假征婚被刑拘#日前，一位短视频博主“才哥（全国相亲）”发布多条残疾女子征婚信息，且彩礼明码标价。10月11日，极目新闻记者从云南红河州弥勒市官方人士处获悉，“才哥”从网络搜集残障人士图片，发布虚假信息，目前该博主已被刑事拘留，案件正在办理中。http://t.cn/A6W7YCjs 原图 ",,无,https://wx2.sinaimg.cn/large/001SsZ0Mgy1hirghh3yvpj60xc1jugqw02.jpg,False,无,无,2023-10-11 18:13,微博网页版,5,12,0
NnnhY2JU1,"转发理由:#微博辟谣##四川云辟谣# 【熊猫斩谣（2023年10月10日）】  
原始用户: 四川辟谣
转发内容: 【熊猫斩谣（2023年10月10日）】#四川云辟谣#土豆放冰箱会产生多糖，引起食物中毒？这5类人最容易得高血压，快看你中招没？秋季运动牢记“四防”！今天有没有你相信了的谣言？快来戳图查看吧！希望大家对未经核实的信息，不轻信、不盲从、不发布、不传播、不评论。#微博辟谣#   熊猫斩谣（2023年10月10日）  ",,无,无,False,无,无,2023-10-11 17:36,微博网页版,0,0,0
Nnn6yyHlv,"转发理由:#微博辟谣# 辽宁理工学院声明：网传“辽宁理工学院小树林”等关键词的不雅视频及网络截图内容均不是我校场景及人员  
原始用户: 辽宁理工学院
转发内容: 声明  原图 ",,无,https://wx3.sinaimg.cn/large/006hBFYqly1hiqa2vhzjxj30ua17147y.jpg,False,无,无,2023-10-11 17:08,微博网页版,1,0,0
NnmNc1084,"转发理由:#微博辟谣# 200元广州消费券到账？这种短信千万别点！  
原始用户: 中国广州发布
转发内容: #微提醒#【200元广州消费券到账？这种短信千万别点！】最近，有街坊说自己收到了短信，短信显示他获得了200元的“广州官方消费券”！警方提醒：政府发放的线上消费券只会在特定的平台领取和使用，切勿相信任何不明来源的短信和链接。新闻日日睇的微博视频（新闻日日睇）  ",,无,无,False,无,无,2023-10-11 16:20,微博网页版,0,0,0
Nnm3ik1ba,【#微博辟谣#丨9月谣言盘点】 @微博辟谣 @捉谣记  联合为您盘点9月热传网络谣言：凉山、攀枝花老人卖石榴屡遭拒？加速包能优先买火车票？自贡女子牵狗进电梯遭邻居羞辱扒衣？变异皮皮虾已到渤海湾？请大家明辨真假，不信谣，不传谣。遏制谣言传播空间，净化网络生态环境。一起来看看真相↓#捉谣记#  原图 ,,https://wx3.sinaimg.cn/large/6f3f16a9ly1hirb4qi1fnj20ku67ub29.jpg,无,True,无,无,2023-10-11 14:27,iPhone 13 Pro,20,41,10
NnlUgpQcl,"转发理由:#微博辟谣# 网传“台州市路桥区两名村干部不雅视频外泄”？假的！  
原始用户: 台州网警
转发内容: #微博辟谣#【网传“台州市路桥区两名村干部不雅视频外泄”？假的！请自行删除！】        #台州警讯# 10月11日，台州网警在日常巡查中发现，一条标题写着“两干部忘关会议摄像头，致不雅视频流出，已停职，并交纪律调查”的今日头条贴文，贴文内容显示为“台州市路桥区蓬街镇人民政府发布情况说明称，涉事两人系村干部……”并配有文字和打码图片，引起网友关注。        经属地路桥区委网信办与相关部门核实和比对，发现该贴文内容为山东潍坊村干部事件，为不实信息。        经查，该今日头条用户为“博眼球、蹭流量”，误导广大网友，扰乱网络传播秩序，系不实信息。        请已转发该不实信息的账号自行删除，消除影响。网络不是法外之地，一言一行均需谨慎！ #台州网警•网络安全天天学# 原图 ",,无,https://wx2.sinaimg.cn/large/006aVDe9ly1hir5t7z5foj30e30sg44e.jpg,False,无,无,2023-10-11 14:04,微博网页版,1,1,0
NnlfS7bOA,"转发理由:#微博辟谣# 丹阳某幼儿园发生爆炸？造谣者蹭流量被公安机关依法查处  
原始用户: 丹阳日报
转发内容: 【幼儿园发生爆炸？造谣的人被查处】近日，安徽籍女子李某为蹭流量、博取关注度，用发生在身边一厂房大火的视频配文 "" 幼儿园爆炸了 ""并发布至短视频平台，造成不良社会影响。因编造虚假信息、扰乱公共秩序，李某被我市公安机关依法查处。幼儿园发生爆炸？造谣的人被查处，是她！  原图 ",,无,https://wx3.sinaimg.cn/large/7672cf26gy1hir2gnbz2pj20m80ec3yu.jpg,False,无,无,2023-10-11 12:25,微博网页版,0,1,1
NnkvM9qab,"转发理由:#微博辟谣# 警方辟谣男子相亲被女方砍伤：此前因交通事故受伤，已被依法采取刑事强制措施  
原始用户: 广州花都公安
转发内容: #情况通报#  广州花都警方针对近日网传“广东一男子相亲时被女方砍了一刀，男子称不追究女方责任”视频的情况通报！  原图 ",,无,https://wx4.sinaimg.cn/large/9da2e7d6gy1hiqiziajfrj20u01g0wv9.jpg,False,无,无,2023-10-11 10:31,微博网页版,1,3,0
NndIlwNHI,"转发理由:#微博辟谣#为博人眼球发布不实信息，一网民被泾县警方依法行政拘留  
原始用户: 宣城网警
转发内容: 【散布谣言！张某被行政拘留！】 10月9日，泾县公安局依法查处一起散布网络谣言案，违法人员张某被泾县警方行政拘留。 散布谣言！张某被行政拘留！  ",,无,无,False,无,无,2023-10-10 17:13,微博网页版,2,1,0
NndgpE0RT,"转发理由:#微博辟谣# 沧州公安机关公布打击整治网络谣言5起典型案例  
原始用户: 运河公安网络发言人
转发内容: 发布了头条文章：《沧州公安机关公布打击整治网络谣言5起典型案例》  沧州公安机关公布打击整治网络谣言5起典型案例  ",,无,无,False,无,无,2023-10-10 16:04,微博网页版,1,0,0
NncO52HQy,"转发理由:#微博辟谣# 山东互联网联合辟谣平台9月辟谣榜发布  
原始用户: 山东辟谣
转发内容: #山东辟谣##微博辟谣#【山东互联网联合辟谣平台9月辟谣榜发布】济南一大楼着火？菏泽东明一化工厂爆炸5死1伤1失联？滨州市沾化区一小区发生车祸？“π币”可以兑换了？ 注意！这些传言都是假的！9月份涉鲁谣言真相在此，速看辟谣榜↓↓@微博辟谣  原图 ",,无,https://wx3.sinaimg.cn/large/007WJhvsly1hiq391w911j30ku6h7qms.jpg,False,无,无,2023-10-10 14:55,微博网页版,2,0,0
NncxJbxs1,"转发理由:#微博辟谣# 南宁警方辟谣市民取款40万当街遭抢  
原始用户: 极目新闻
转发内容: 【#南宁警方辟谣市民取款40万当街遭抢#：不是抢劫案件，会发布公告】10月9日，网传广西南宁北湖北路上，一市民取款40万后被人抢劫。9日晚，北湖北路一名商户告诉极目新闻记者，当日下午他在店里听一位朋友说，附近有很多人围在一起，地上有很多现金，现场还有银行的人，但不知道具体怎么回事。当地多位商户则表示不知道此事。南宁市公安局工作人员向极目新闻记者介绍，经初步了解，此事不是抢劫案件，没有人员受伤，警方正在处理中。稍后，相关部门会公开发布相关信息，希望网友不要传谣。http://t.cn/A6WPNd9U http://t.cn/A6WPNgGk ",,无,无,False,无,无,2023-10-10 14:14,微博网页版,2,7,2
Nnbp99uMr,"转发理由:#微博辟谣# 株洲中草药协会？假的！两非法社会组织被“摘牌”  
原始用户: 株洲新闻网
转发内容: 【株洲中草药协会？假的！两非法社会组织被“摘牌”】9月下旬，市民政局联合相关部门开展打击整治非法社会组织专项行动，先后查处两家非法社会组织，对其牌匾进行了拆除。9月20日，市民政局开展联合执法行动，对非法社会组织“株洲市民政局中草药协会”依法予以取缔。经查，该机构未经登记，擅自以社会团体名义进行活动，违反《社会团体登记管理条例》相关规定。9月26日，市民政局联合相关部门，对“博雳威搏击俱乐部”展开调查。经查，“博雳威搏击俱乐部”未经登记，擅自以民办非企业单位名义进行活动，违反《民办非企业单位登记管理暂行条例》相关规定。执法人员依法对该机构牌匾进行拆除。（株洲晚报融媒体记者/刘平 通讯员/邓碧丹） ",,无,无,False,无,无,2023-10-10 11:20,微博网页版,1,0,0
Nnb3K59hA,"转发理由:#微博辟谣##四川云辟谣# 【熊猫斩谣（2023年10月9日）】  
原始用户: 四川辟谣
转发内容: 【熊猫斩谣（2023年10月9日）】#四川云辟谣#鲜榨果汁营养比水果高？生蚝如何处理才能避免病毒感染？警惕新型蟹卡骗局：引导受害人进群后实施刷单诈骗！今天有没有你相信了的谣言？快来戳图查看吧！希望大家对未经核实的信息，不轻信、不盲从、不发布、不传播、不评论。#微博辟谣#   http://t.cn/A6Whv3Vq ",,无,无,False,无,无,2023-10-10 10:28,微博网页版,0,0,0
Nn4qh5BhA,"转发理由:#微博辟谣# 汉中网警查处两起网络谣言，造谣者被依法处以行政处罚  
原始用户: 汉中网警
转发内容: 发布了头条文章：《汉中网警依法查处两起网络谣言》  汉中网警依法查处两起网络谣言  ",,无,无,False,无,无,2023-10-09 17:34,微博网页版,1,0,0
Nn4kX0EZf,"转发理由:#微博辟谣# 虚构事实抹黑公安，一网民被吉安警方依法予以处罚  
原始用户: 吉安网警
转发内容: 发布了头条文章：《【吉安网警在行动】虚构事实抹黑公安   打击谣言刻不容缓》  【吉安网警在行动】虚构事实抹黑公安   打击谣言刻不容缓 #对网络谣言说“不”！吉安网警在行动#  ",,无,无,False,无,无,2023-10-09 17:21,微博网页版,1,0,0
Nn4aEqXbs,"转发理由:#微博辟谣# 编造“儿童溺亡”谣言，造谣者被团风警方依法行政拘留  
原始用户: 团风公安在线
转发内容: 【处罚！编造“儿童溺亡”谣言，造谣者被行政拘留】近日，团风警方在网络巡查中发现宋某某在某平台发布一则“小孩溺亡”的短视频，引发社会的关注和争议，民警迅速展开调查。经查证，10月5日，宋某某在团风县杜皮乡东岳钓场附近游玩时，因看见有警车和急救车停在此处，为了博眼球，引流量，故编造发布该视频，造成了负面消息传播。在民警的严厉批评教育下，宋某某深刻意识到自身的错误行为，并将视频删除。目前，宋某某已被依法行政拘留。@平安湖北 @平安黄冈 @湖北政法 http://t.cn/A6WPchg5 ",,无,无,False,无,无,2023-10-09 16:55,微博网页版,0,0,0
Nn3ZKaQMh,"转发理由:#微博辟谣# 陕西省互联网联合辟谣平台9月辟谣榜发布  
原始用户: 陕西省网络举报中心
转发内容: #联合辟谣##微博辟谣# 陕西省互联网联合辟谣平台9月辟谣榜发布@中国互联网联合辟谣平台 @微博辟谣  原图 ",,无,https://wx3.sinaimg.cn/large/0083X24mly1hip2ic95laj30zka1c4qq.jpg,False,无,无,2023-10-09 16:29,微博网页版,1,0,0
Nn3Ld6UCI,#微博辟谣# 自贡女子牵狗进电梯遭邻居羞辱扒衣？加速包能优先买火车票？10月15日起全面禁止校外培训？有没有你相信了的谣言呢？@微博辟谣@捉谣记 联合发布双周谣言榜单。遏制谣言传播空间，净化网络生态环境。快来戳图查看吧。#捉谣记#  原图 ,,https://wx1.sinaimg.cn/large/6f3f16a9ly1hip2ea0jwqj20ku54k1kx.jpg,无,True,无,无,2023-10-09 15:53,iPhone 13 Pro,6,6,4
Nn3BNuVws,"转发理由:#微博辟谣# 吉林敦化一学生家长曝校服夹层填充碎布条？校方回应：系谣言，已报警处理  
原始用户: 大众网
转发内容: 【吉林敦化一学生家长曝校服夹层填充碎布条？校方回应：系谣言，已报警处理】#学校称校服塞碎布条系谣言已报警# 近日，吉林敦化一学生家长反映学校校服内的填充物为布条引发社会关注。敦化市第二小学工作人员回复记者称，网传视频系谣言，学校已经报警处理。“敦化的学校压根没有视频中反映的事情，应该是蹭流量造谣的，目前相关视频已经删除了。”该工作人员告诉记者：“现在学校校服都是经过招标，同时经过家长委员会同意才确定的，都是公开透明的，谁也不敢在校服上作假。”敦化市教育局工作人员表示目前此事正在调查之中，至于具体细节他并不清楚，调查结果出来后将会向社会公布。http://t.cn/A6WP7f0k 原图 ",,无,https://wx3.sinaimg.cn/large/9c2b5f31ly1hioy9z6jjxj20dw0lv0z4.jpg,False,无,无,2023-10-09 15:30,微博网页版,0,4,0
Nn2xs0GD3,"转发理由:#微博辟谣# 网传华为发布声明拒绝某企业代工请求 ？华为：纯属造谣！  
原始用户: 深圳新闻网
转发内容: 【#网传华为发布声明拒绝某企业代工请求# ？华为：纯属造谣！】近日，有社交平台出现“华为拒绝富士康代工请求”的消息，并被多平台和多账号转载。记者向华为方面证实，相关信息纯属造谣。10月8日，华为通过微博官方账号辟谣，表示网传“华为发布声明拒绝富士康代工请求”纯属造谣，造谣者毫无根据，无事生非，在多个平台、账号推送相同信息扩散，请勿信勿传，果断举报。#华为辟谣网传拒绝富士康代工请求# 公安机关提示：网络不是法外之地，请广大网民严格遵守相关法律法规，自觉规范个人网上言行，做到“不信谣、不传谣、不造谣”，共同携手维护网络空间秩序。对于歪曲事实、造谣传谣的违法行为，公安机关将依法严肃处理。（深圳新闻网记者 叶梅） 原图 ",,无,https://wx2.sinaimg.cn/large/70f4e244gy1hios348n9pj20w813mwkr.jpg,False,无,无,2023-10-09 12:46,HUAWEI P40 Pro 5G,3,0,0
Nn0uS19Cl,"转发理由:#微博辟谣#“π币”能兑换啦？假的！  
原始用户: 信网辟谣
转发内容: 【“π币”能兑换啦？假的！】近日，有网民发短视频称“现在银行营业厅已经开始审批π了。”视频内容发的是兖州区为民服务中心的“π”型审批师专窗。经核实，该作者表述系不实信息。 网页链接  原图 ",,无,https://wx4.sinaimg.cn/large/006utZgYly8hintv8fqqsj30j61u9gt4.jpg,False,无,无,2023-10-09 07:34,HUAWEI P40 Pro 5G,0,0,1
NmWJxj27W,"转发理由:#微博辟谣##四川云辟谣#【熊猫斩谣（2023年10月8日）】  
原始用户: 四川辟谣
转发内容: 【熊猫斩谣（2023年10月8日）】#四川云辟谣#腰椎间盘突出，推拿能“按”回去？如何预防节后综合征？诺如病毒进入感染高发期！中疾控提醒！今天有没有你相信了的谣言？快来戳图查看吧！希望大家对未经核实的信息，不轻信、不盲从、不发布、不传播、不评论。#微博辟谣#      http://t.cn/A6Wv5L3d ",,无,无,False,无,无,2023-10-08 21:59,HUAWEI P40 Pro 5G,2,0,0
NmVi1n7oU,"转发理由:#微博辟谣##四川云辟谣# 【熊猫斩谣（2023年10月7日）】  
原始用户: 四川辟谣
转发内容: 【熊猫斩谣（2023年10月7日）】#四川云辟谣#成都一养老中心老人深夜被打？成都一司机吐痰引冲突被杀？棕榈油有什么问题？还能继续吃吗？今天有没有你相信了的谣言？快来戳图查看吧！希望大家对未经核实的信息，不轻信、不盲从、不发布、不传播、不评论。#微博辟谣#     http://t.cn/A6WvquCq ",,无,无,False,无,无,2023-10-08 18:19,HUAWEI P40 Pro 5G,0,0,0
NmUG2m8Wg,"转发理由:#微博辟谣# 多家银行否认与贷款中介合作  
原始用户: 经济日报
转发内容: #一起求真#【#多家银行否认与贷款中介合作#】近期，不少消费者接到自称某银行合作贷款公司电话，宣称可用其他贷款产品“转贷降息”，保证能为消费者节省房贷利息。多地银行机构声明，银行贷款业务从未与贷款中介或个人合作，消费者要到正规银行网点或线上平台渠道办理，对他人代办转贷业务不盲从。http://t.cn/A6Osm1Kb 原图 ",,无,https://wx3.sinaimg.cn/large/003jy8y2ly1hinkeb4kiwj618g0p07fe02.jpg,False,无,无,2023-10-08 16:45,HUAWEI P40 Pro 5G,1,0,1
NmU1JoEBk,"转发理由:#微博辟谣# 蓝天救援队否认中止搜救上海女童：消息系另一拨人擅自发布  
原始用户: 封面新闻
转发内容: 【#蓝天救援队否认中止搜救上海女童#：消息系另一拨人擅自发布】10月8日，有媒体报道称，上海蓝天应急救援服务中心7日深夜发布声明，称#4岁女童搜救因外部原因中止#。8日中午，“BSR蓝天救援”负责人告诉封面新闻记者，该声明是另一拨人擅自发布，不代表蓝天救援队官方态度，搜救行动未中止，目前多名队员携带设备还在持续搜救。http://t.cn/A6WvvEJW http://t.cn/A6Wv7bl9 #蓝天救援队否认中止搜救4岁女童# ",,无,无,False,无,无,2023-10-08 15:06,HUAWEI P40 Pro 5G,3,3,3
NmRRIFneX,"转发理由:#微博辟谣# 两男子编造拍摄虚假视频被哈尔滨警方依法处以行政拘留处罚  
原始用户: 哈尔滨日报
转发内容: 【两男子拍短视频造谣被处罚】姜野夫 记者 王骁近日，哈尔滨市公安局呼兰分局迅速查处一起扰乱公共秩序案，两名网络造谣人员被依法处罚。9月19日12时，呼兰公安分局腰堡派出所接到辖区某收粮站负责人报警称，有人在网上发布视频造谣自家使用的收粮秤不准，坑农民卖粮钱，在周边区域造成恶劣影响。民警通过了解，报警人称自己的朋友在某视频平台上发现了一段视频，拍摄地点就在报警人的收粮站内，视频中一名男子“义正言辞”的指着另一男子声称收粮站的秤“有问题”，通过曝光所谓的“行业内幕”方式来引导网友进入直播间，以此推销自己销售的调秤屏蔽器，该视频得到了大量网友转发点赞。了解情况后，民警迅速展开调查，并依法将视频中的男子张某传唤至派出所。经询问，违法行为人张某承认视频中提到的“收粮秤不准”是故意编造的，但自己只是配合朋友孙某进行拍摄。获取关键线索后，民警依法将孙某传唤至公安机关接受调查。在证据面前，违法行为人孙某如实供述了自己的违法事实。据其交代，为了销售所谓的“屏蔽器”，他不仅编造了多个“收粮站调秤坑农”的剧本，还找来朋友张某来一起到收粮站拍摄虚假视频，在某视频平台发布博取流量，对收粮站形象造成不良影响。目前，违法行为人张某、孙某均被公安机关依法处以行政拘留处罚。警方提示：网络不是法外之地，为吸“流量”、博“眼球”发布虚假信息、夸大事实进行造谣、刻意捏造事实抹黑等行为将承担相应法律责任。造成严重后果的，还有可能被追究刑事责任。 原图 ",,无,https://wx2.sinaimg.cn/large/65ebca93ly1himshmfzzrj20z70qe0ut.jpg,False,无,无,2023-10-08 09:36,HUAWEI P40 Pro 5G,2,0,0
NmNmnDD8E,"转发理由:#微博辟谣# 沪深交易所辟谣节后A股延长交易时间  
原始用户: 北京日报
转发内容: #节后A股延长交易时间消息不实#【#沪深交易所辟谣节后A股延长交易时间#】近日有自媒体称，节后A股将延长交易时间，并在部分股票上试行T+0交易，10月7日，上海证券交易所、深圳证券交易所公开回应称，相关内容不属实。今年8月18日，证监会有关负责人就活跃资本市场、提振投资者信心答记者问时提出，研究适当延长A股市场交易时间。沪深交易所均表示，这项工作涉及面广、影响面大，交易所正在按照证监会统一部署，深入研究论证。对于T+0交易，交易所方面再次表示，前期有关负责人答记者问已明确提出，现阶段A股市场实行T+0交易的时机不成熟。（@北京日报 记者 孙杰） 原图 ",,无,https://wx2.sinaimg.cn/large/0024aA4lly1himtchf2gij60pa0e8t9q02.jpg,False,无,无,2023-10-07 22:08,微博网页版,2,0,0
NmN2zxzA1,"转发理由:#微博辟谣# 造谣“直播女惨死出租屋”网民被依法拘留  
原始用户: 云南网警
转发内容: 发布了头条文章：《造谣“直播女惨死出租屋”网民被依法拘留》 造谣“直播女惨死出租屋”网民被依法拘留  ",,无,无,False,无,无,2023-10-07 21:19,微博网页版,0,0,0
NmLqzhjjl,"转发理由:#微博辟谣# 常吃豆腐会得肾结石吗？  
原始用户: 中国互联网联合辟谣平台
转发内容: #联合辟谣##微博辟谣#【#常吃豆腐会得肾结石吗#】#结石病人能吃豆腐吗#有流言称，豆腐中含有钙和草酸，二者结合会形成草酸钙从而导致结石，因此肾结石患者不能吃豆腐。对此，北京市科学技术协会、北京市委网信办、首都互联网协会指导发布的9月“科学”流言榜给出真相。豆制品对结石的影响主要是其中的草酸，而豆腐（尤其是卤水豆腐和石膏豆腐）中的草酸含量很低。由豆腐进一步加工而成的食品（豆腐干等）草酸含量也不会高，所以结石病人也可以吃。健康人身体对于草酸等成分有更强的处理能力，就更没有必要担心吃豆腐或者豆制品引发结石了。@央广网 原图 ",,无,https://wx3.sinaimg.cn/large/0077EbVbly1himq1rocywj30b40730sx.jpg,False,无,无,2023-10-07 17:12,HUAWEI P40 Pro 5G,0,1,1
NmIVBp8iE,"转发理由:#微博辟谣# 上海海滩走失女童一家系原生家庭，曾尝试丢弃女童为谣言  
原始用户: 大众网
转发内容: 【上海海滩走失女童一家系原生家庭 曾尝试丢弃女童为谣言】#上海海滩走失女童父亲非继父# 10月4日，一名4岁半的女童在上海市南汇新城海滩失联，目前仍未被找到。有网络传言称女童父亲为继父、此前女童曾被丢过一次，10月7日9时许，海报新闻记者从相关部门获悉，走失女童一家系原生家庭，不存在曾丢过该女童的情况↓↓ #海滩走失女童父亲深夜发布多张照片# #上海[地点]# @大众网  http://t.cn/A6OF1SRp ",,无,无,False,无,无,2023-10-07 10:51,HUAWEI P40 Pro 5G,2,11,1
NmzHPtJHQ,"转发理由:#微博辟谣# 北大国发院教授推荐股票？官方辟谣！  
原始用户: 中国互联网联合辟谣平台
转发内容: #联合辟谣##微博辟谣#【北大国发院教授推荐股票？官方辟谣！】近期，有不法分子冒用北京大学国家发展研究院黄益平教授的姓名和肖像，伪造身份证，并使用社交平台软件搭建粉丝群，通过股票推荐、项目跟投等方式发布虚假信息，涉嫌金融诈骗，严重侵害黄益平教授和北京大学国家发展研究院的声誉。对此，#北大国发院声明黄益平教授被冒用身份#，声明称，黄益平教授系北京大学国家发展研究院在职教授，其从未以任何方式进行股票推荐，亦未通过任何平台搭建投资群，或进行项目推荐等投资事宜。北大国发院已向公安机关报案，并将通过法律手段捍卫黄益平教授的肖像权和名誉权。详戳↓↓↓@中国新闻社 原图 ",,无,https://wx2.sinaimg.cn/large/0077EbVbly1hikiwjexd3j30u00cv10l.jpg,False,无,无,2023-10-06 11:22,微博网页版,2,2,1
